gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
DYM	0.26369647	-0.536254376	6.321889144	4.61E-10	9.78E-10	11.86915758
Rgr	-0.565596634	0.369664024	-6.321832149	4.61E-10	9.78E-10	11.86881732
SEC22C	0.19350338	0.002428611	6.321371417	4.63E-10	9.81E-10	11.86606689
ATF4	-0.533757502	-0.151129861	-6.321135355	4.63E-10	9.82E-10	11.86465774
UGT1A7	0.12644473	0.163910124	6.318961585	4.70E-10	9.95E-10	11.85168383
TPX2	0.333919098	-0.266767133	6.31695283	4.75E-10	1.01E-09	11.83969833
KPNB1	0.455918864	-0.656909637	6.316021745	4.78E-10	1.01E-09	11.83414404
LOC284219	-0.369956753	0.271606466	-6.315819392	4.79E-10	1.01E-09	11.83293702
LOC645106	-0.376107411	0.428486644	-6.315594515	4.79E-10	1.02E-09	11.83159569
PAPSS1	0.373418622	-0.447508668	6.313699053	4.85E-10	1.03E-09	11.82029145
OR1D2	0.167525239	-0.158059054	6.312712276	4.88E-10	1.03E-09	11.81440767
FAM33A	0.329393421	-0.253138899	6.312074185	4.90E-10	1.04E-09	11.8106034
DKFZp547K054	-0.369182965	0.318973253	-6.311851311	4.90E-10	1.04E-09	11.80927472
OR56A3	0.121627846	0.219245806	6.310979016	4.93E-10	1.04E-09	11.80407486
CCRN4L	0.197235967	0.141888922	6.310262178	4.95E-10	1.05E-09	11.79980218
IGSF8	0.223262694	0.247522518	6.309269322	4.98E-10	1.05E-09	11.79388502
HBG2	0.619572963	-0.218632198	6.309230867	4.98E-10	1.05E-09	11.79365586
FKSG24	0.261256102	-0.060770182	6.307883596	5.02E-10	1.06E-09	11.78562785
PGRMC2	0.387607359	-0.522647725	6.305975209	5.08E-10	1.08E-09	11.77425893
KIAA1946	0.485946109	-0.450096103	6.30583613	5.09E-10	1.08E-09	11.77343051
PHF15	0.167859272	0.116824921	6.305175675	5.11E-10	1.08E-09	11.76949674
AMZ1	0.310188666	-0.041295054	6.304291585	5.14E-10	1.09E-09	11.76423155
FAM44B	-0.191485644	0.044483387	-6.30156914	5.22E-10	1.10E-09	11.74802217
HEMGN	0.753270674	-0.192276607	6.301387131	5.23E-10	1.11E-09	11.74693872
CYP7B1	0.229987458	0.069830988	6.301303655	5.23E-10	1.11E-09	11.74644182
ZNF681	0.276001647	-0.141773288	6.300050963	5.27E-10	1.11E-09	11.7389857
SYT2	0.328083194	-0.106918375	6.299390138	5.29E-10	1.12E-09	11.73505295
NKAIN1	0.535221516	-0.11002502	6.297276488	5.36E-10	1.13E-09	11.72247652
PSMA3	0.326233175	-0.328648105	6.296782326	5.38E-10	1.14E-09	11.71953674
SPIB	-0.31817967	0.571075046	-6.296452	5.39E-10	1.14E-09	11.71757174
TTC18	-0.283014309	-0.084772254	-6.295413545	5.42E-10	1.15E-09	11.71139493
MFAP2	-0.368358654	0.014651522	-6.293818269	5.48E-10	1.16E-09	11.70190787
CCT6B	0.658849034	-0.338451984	6.293160525	5.50E-10	1.16E-09	11.69799691
FAM104B	0.453432599	-0.172901271	6.291318826	5.56E-10	1.17E-09	11.68704807
PXT1	0.226163661	0.418409909	6.290051621	5.60E-10	1.18E-09	11.67951624
PEX5	0.36879738	-0.387924513	6.289646611	5.62E-10	1.19E-09	11.67710928
RNF182	-0.225473291	0.142492448	-6.289531121	5.62E-10	1.19E-09	11.67642296
PSG8	0.166949562	-0.115251274	6.288859492	5.64E-10	1.19E-09	11.67243187
AP2S1	0.394426857	-0.054737823	6.28780287	5.68E-10	1.20E-09	11.66615377
hCG_21078	-0.315153621	0.15466587	-6.285845127	5.75E-10	1.21E-09	11.65452399
MPDU1	-0.183908456	0.267448448	-6.284814851	5.78E-10	1.22E-09	11.64840504
TMEM52	0.302220133	-0.036979835	6.283380495	5.83E-10	1.23E-09	11.63988768
C20orf19	0.33935305	-0.675727986	6.282413706	5.87E-10	1.24E-09	11.63414777
CIITA	-0.201655387	0.115048792	-6.282301243	5.87E-10	1.24E-09	11.63348012
LRAP	-0.347399087	0.007262393	-6.282157891	5.88E-10	1.24E-09	11.63262911
CNGA1	0.174565612	0.089508099	6.278402158	6.01E-10	1.27E-09	11.61033927
ATP10A	0.345390009	0.446339362	6.278024975	6.03E-10	1.27E-09	11.60810139
KPNA2	0.242599551	-0.335346055	6.274035134	6.18E-10	1.30E-09	11.58443646
GNAS	0.357838479	0.59386604	6.271543746	6.27E-10	1.32E-09	11.56966611
ASXL2	-0.278192158	-0.150686824	-6.271183156	6.28E-10	1.33E-09	11.56752876
PKP2	-0.504033852	0.169094663	-6.270770867	6.30E-10	1.33E-09	11.56508511
LIMA1	-0.154571636	0.15507758	-6.268755117	6.38E-10	1.34E-09	11.55313975
MMP23A	-0.3216463	0.095659104	-6.264815183	6.53E-10	1.38E-09	11.52980157
LOC91450	-0.323052652	-0.047751038	-6.264813105	6.53E-10	1.38E-09	11.52978927
MED29	0.699978766	0.042130224	6.264242497	6.55E-10	1.38E-09	11.52641036
DIAPH2	-0.229614657	0.005355154	-6.263191738	6.60E-10	1.39E-09	11.52018892
LOC730495	-0.1816177	0.233473891	-6.261970307	6.65E-10	1.40E-09	11.51295811
RAB35	0.320963044	0.113966862	6.261757957	6.65E-10	1.40E-09	11.51170114
RNF181	0.190359865	-0.137233084	6.261450541	6.67E-10	1.40E-09	11.50988151
SLC6A5	0.160326235	-0.223470034	6.260613297	6.70E-10	1.41E-09	11.50492616
REN	0.320812598	-0.366459693	6.260476	6.71E-10	1.41E-09	11.5041136
IER5	0.616756844	-0.593481563	6.260458773	6.71E-10	1.41E-09	11.50401166
KIAA1191	0.309639064	1.253625995	6.259527634	6.75E-10	1.42E-09	11.49850139
TUBB1	-0.243721568	0.532752401	-6.2587489	6.78E-10	1.43E-09	11.4938936
IRS2	0.30370124	-0.165275187	6.256208311	6.88E-10	1.45E-09	11.47886439
LOC285626	0.1850526	0.505713461	6.25558742	6.91E-10	1.45E-09	11.47519225
MRPS31	-0.230975308	-0.215502515	-6.255546175	6.91E-10	1.45E-09	11.47494833
RAD23B	0.340914012	-0.315443731	6.25512021	6.93E-10	1.46E-09	11.47242924
ADARB1	0.193189025	-0.136799159	6.255070365	6.93E-10	1.46E-09	11.47213448
ZDHHC7	-0.23740261	-0.056369715	-6.254690037	6.95E-10	1.46E-09	11.46988543
MED9	-0.528472511	0.399533799	-6.254358752	6.96E-10	1.46E-09	11.4679265
CLDN11	-0.819297365	-0.496826135	-6.254276567	6.96E-10	1.47E-09	11.46744054
ASB11	-0.198302718	0.490646809	-6.253236627	7.01E-10	1.47E-09	11.4612919
YTHDC2	-0.313725763	-0.42752372	-6.253147062	7.01E-10	1.47E-09	11.46076239
HLA.F	-0.220292513	0.172221256	-6.25271245	7.03E-10	1.48E-09	11.45819305
CXCL5	-0.677993044	-0.267509557	-6.25217237	7.05E-10	1.48E-09	11.45500043
UBE2A	-0.194495856	-0.055178635	-6.25199146	7.06E-10	1.48E-09	11.45393106
ZBTB24	0.355721307	-0.12076125	6.251721716	7.07E-10	1.49E-09	11.45233663
IL23R	-0.439712375	0.157197058	-6.251397825	7.09E-10	1.49E-09	11.45042223
ATG9B	-0.229217274	0.131417742	-6.251261072	7.09E-10	1.49E-09	11.44961396
SALL2	-0.403645572	0.169624403	-6.250961552	7.11E-10	1.49E-09	11.44784372
LOC284263	-0.28565226	0.120187191	-6.250523135	7.12E-10	1.50E-09	11.4452527
MYL9	-0.733151321	0.253125049	-6.248731951	7.20E-10	1.51E-09	11.43466858
POLR1C	0.304350477	-0.442361017	6.247759452	7.24E-10	1.52E-09	11.42892321
POMC	0.704443735	-0.403538842	6.247674827	7.25E-10	1.52E-09	11.4284233
SH3PX3	-0.178261406	-0.019970014	-6.247655528	7.25E-10	1.52E-09	11.42830929
LOC219854	-0.397807915	-0.357857993	-6.247548588	7.25E-10	1.52E-09	11.42767756
CEP135	-0.397639571	0.355044065	-6.245155542	7.36E-10	1.55E-09	11.41354366
BPGM	0.229698771	-0.096285842	6.244670468	7.38E-10	1.55E-09	11.41067929
TFF1	-0.558035425	0.769554536	-6.242670687	7.47E-10	1.57E-09	11.39887264
LPAL2	0.129202186	0.235268352	6.242091057	7.50E-10	1.57E-09	11.39545115
NHLRC2	-0.533890013	0.440474555	-6.240142876	7.59E-10	1.59E-09	11.38395335
GAB1	-0.214973735	0.054985265	-6.239653164	7.61E-10	1.60E-09	11.38106367
PSPN	-0.202423984	0.006691979	-6.239570338	7.61E-10	1.60E-09	11.38057495
STYX	-0.154918828	0.220412573	-6.239529594	7.61E-10	1.60E-09	11.38033454
IYD	-0.243085774	0.277930263	-6.23933307	7.62E-10	1.60E-09	11.37917497
SNTB2	-0.248553763	-0.412974861	-6.236079482	7.78E-10	1.63E-09	11.35998228
DYNC1LI1	0.361300891	-0.583556919	6.235660319	7.80E-10	1.64E-09	11.35751032
GNGT2	-0.323028486	0.460276617	-6.235440918	7.81E-10	1.64E-09	11.35621648
ZNF767	-0.299931337	-0.445690822	-6.234346023	7.86E-10	1.65E-09	11.34976037
SGPP2	0.168892204	0.039348106	6.233618372	7.89E-10	1.66E-09	11.3454703
LOC388210	-0.220681953	0.380993242	-6.231654673	7.99E-10	1.67E-09	11.333895
CRKRS	-0.206851258	0.210273101	-6.231455544	8.00E-10	1.68E-09	11.33272139
GAB4	0.178846607	0.175447354	6.229294711	8.10E-10	1.70E-09	11.31998818
CLDN16	-0.218046955	1.295237737	-6.229112561	8.11E-10	1.70E-09	11.318915
SSX3	0.134642543	0.074680701	6.228982982	8.12E-10	1.70E-09	11.31815156
FBXL3	-0.370538186	-0.144313202	-6.227796778	8.17E-10	1.71E-09	11.31116357
ROCK2	0.67869744	-0.787553903	6.22761885	8.18E-10	1.72E-09	11.3101155
C7orf43	0.407422667	0.440389209	6.226569906	8.24E-10	1.73E-09	11.30393726
HEXIM2	0.289136449	-0.053302726	6.225562362	8.29E-10	1.74E-09	11.29800375
FOXD2	-0.231421052	0.308283653	-6.224354566	8.35E-10	1.75E-09	11.29089206
SHROOM4	-0.825515424	-0.929343368	-6.223721367	8.38E-10	1.76E-09	11.28716418
LOC619207	0.26372889	0.00816671	6.223252059	8.40E-10	1.76E-09	11.28440141
OR5AC2	0.307203966	0.758381574	6.222414319	8.45E-10	1.77E-09	11.27947018
RPS23	-0.253978911	0.203609056	-6.222370343	8.45E-10	1.77E-09	11.27921133
SERPINB10	-0.238077866	0.467355976	-6.222143556	8.46E-10	1.77E-09	11.2778765
ZNF503	-0.449570766	0.252238139	-6.221665433	8.48E-10	1.78E-09	11.27506247
ABCB10	0.128598905	0.084385662	6.220921832	8.52E-10	1.78E-09	11.27068635
TMEM64	-0.185640453	0.046759125	-6.220438748	8.55E-10	1.79E-09	11.26784362
WDR44	0.33473494	-0.440947488	6.21785658	8.68E-10	1.82E-09	11.25265212
LOC642513	0.27323634	-0.203248587	6.217817975	8.68E-10	1.82E-09	11.25242504
CCNO	0.693613748	-0.079800119	6.214678573	8.85E-10	1.85E-09	11.23396291
TMEM41A	-0.187397096	-0.254446972	-6.213932792	8.89E-10	1.86E-09	11.22957836
CH25H	-0.343125956	-0.075490471	-6.213826788	8.89E-10	1.86E-09	11.22895519
ELOF1	-0.216575074	0.268664416	-6.212929948	8.94E-10	1.87E-09	11.22368325
FIBCD1	-0.168728975	0.381518931	-6.212461011	8.97E-10	1.88E-09	11.22092694
FSD1	0.185306685	0.144292315	6.210537858	9.07E-10	1.90E-09	11.20962503
GHDC	0.1578924	0.088285046	6.210518193	9.07E-10	1.90E-09	11.20950949
JAM2	-0.181688184	0.212283725	-6.210033062	9.10E-10	1.90E-09	11.20665899
GRB10	0.139032607	-0.116164576	6.207801509	9.22E-10	1.93E-09	11.19354957
COL4A5	-0.444996597	-0.450901838	-6.206263008	9.31E-10	1.95E-09	11.18451398
KHSRP	-0.321878974	0.745393624	-6.205921323	9.33E-10	1.95E-09	11.18250755
SPOCK2	-0.244393194	0.377160035	-6.205422785	9.36E-10	1.96E-09	11.17958022
ZNF229	-0.223561289	0.121119541	-6.204318706	9.42E-10	1.97E-09	11.17309801
TSPAN19	-0.886377024	0.582678788	-6.203330096	9.48E-10	1.98E-09	11.16729461
DNAI1	-0.17855382	0.137566715	-6.202903982	9.50E-10	1.99E-09	11.16479346
CTLA4	0.245333803	-0.240144365	6.202370561	9.53E-10	1.99E-09	11.16166267
LOC157562	-0.339481876	-0.302086938	-6.200879301	9.62E-10	2.01E-09	11.15291137
ARSK	0.355498515	-0.015072508	6.200278559	9.65E-10	2.02E-09	11.14938651
ESR1	-0.225781629	0.269291688	-6.200124734	9.66E-10	2.02E-09	11.14848399
ZFP161	0.303660773	-0.165991347	6.199513757	9.70E-10	2.02E-09	11.14489946
NPFFR1	-0.175779988	-0.30915348	-6.199219205	9.71E-10	2.03E-09	11.14317148
GML	0.13350211	0.043848449	6.198397384	9.76E-10	2.04E-09	11.13835067
SNORD55	0.142067291	0.226436016	6.197775394	9.80E-10	2.05E-09	11.13470245
PHYHIP	0.201181325	-0.098171368	6.197296383	9.83E-10	2.05E-09	11.13189308
AGXT2	-0.230790048	-0.034394846	-6.195648129	9.92E-10	2.07E-09	11.12222766
RPL23AP2	-0.396853058	1.300830686	-6.195220826	9.95E-10	2.08E-09	11.11972232
BBS5	0.21323722	0.230332826	6.192715407	1.01E-09	2.11E-09	11.10503577
TAF13	0.482824203	-0.248257169	6.192064227	1.01E-09	2.12E-09	11.10121948
LILRA5	-0.202666754	-0.075431332	-6.191113401	1.02E-09	2.13E-09	11.09564774
LPIN1	-0.151255682	0.200688997	-6.191087868	1.02E-09	2.13E-09	11.09549813
SLC17A7	0.606524987	2.277146377	6.189695373	1.03E-09	2.15E-09	11.08733967
NAGA	0.215179489	-0.09803748	6.189417858	1.03E-09	2.15E-09	11.08571394
TH1L	-0.418771045	0.242886955	-6.188089298	1.04E-09	2.17E-09	11.07793191
FAM83C	0.268228742	0.088887012	6.18806544	1.04E-09	2.17E-09	11.07779217
LOC90835	0.322677679	0.023396068	6.188008386	1.04E-09	2.17E-09	11.07745802
C16orf58	0.486077621	-0.22260975	6.187273507	1.04E-09	2.18E-09	11.07315416
FAT3	0.366468073	-0.032495941	6.186229213	1.05E-09	2.19E-09	11.06703899
SEC23B	0.350850397	-0.317205512	6.185759733	1.05E-09	2.20E-09	11.06429011
ZFR	-0.336362433	-0.299299507	-6.184775614	1.06E-09	2.21E-09	11.05852855
PLAC1L	0.164459671	0.055192048	6.184619798	1.06E-09	2.21E-09	11.05761639
ZNF383	-0.247951271	-0.15511247	-6.183841103	1.07E-09	2.22E-09	11.05305818
TCTA	0.280484906	0.345605372	6.183295823	1.07E-09	2.23E-09	11.0498666
LOC642031	-0.553697696	0.688233213	-6.182701474	1.07E-09	2.23E-09	11.04638811
C6orf50	-0.349010512	0.55396477	-6.181128296	1.08E-09	2.26E-09	11.03718235
FZD5	-0.475104579	-0.28423258	-6.181002491	1.08E-09	2.26E-09	11.03644627
BSX	-0.407719951	-0.241436827	-6.180360993	1.09E-09	2.27E-09	11.03269309
LOC642032	0.131696182	0.039730439	6.180166422	1.09E-09	2.27E-09	11.03155479
LRRFIP1	-0.513656836	-0.164293132	-6.180052264	1.09E-09	2.27E-09	11.03088695
ARID2	-0.460661236	-0.459942043	-6.17941205	1.09E-09	2.28E-09	11.02714179
CAPZB	0.429145398	-0.41978428	6.177698635	1.11E-09	2.30E-09	11.01712029
FLJ20254	-0.428094342	0.335261362	-6.177607787	1.11E-09	2.30E-09	11.01658901
CDH2	0.548445888	-0.763810158	6.177340144	1.11E-09	2.31E-09	11.01502385
SNX21	0.22338456	0.11649507	6.177231431	1.11E-09	2.31E-09	11.01438812
CHTF18	-0.264155026	0.117321588	-6.17547307	1.12E-09	2.33E-09	11.00410702
ZCCHC11	-0.261473271	-0.06906612	-6.174121263	1.13E-09	2.35E-09	10.99620482
ATF2	0.453309728	-0.633109143	6.172735487	1.14E-09	2.37E-09	10.98810565
GART	0.145291181	-0.104398863	6.171893129	1.14E-09	2.38E-09	10.98318329
LMBR1L	-0.20116544	-0.03482775	-6.170538644	1.15E-09	2.40E-09	10.97526955
OR5M10	0.257941534	0.161873974	6.169756823	1.16E-09	2.41E-09	10.97070238
C14orf32	0.245389197	-0.138977182	6.169179833	1.16E-09	2.42E-09	10.9673321
GGTLA4	-0.366081089	0.02319644	-6.169003185	1.16E-09	2.42E-09	10.96630032
TLE2	-0.450121552	0.342272795	-6.168960201	1.16E-09	2.42E-09	10.96604927
SNORD44	0.599625243	-0.530288018	6.168710692	1.17E-09	2.43E-09	10.96459199
C11orf65	0.339703734	0.046895983	6.168371021	1.17E-09	2.43E-09	10.96260819
SLMO1	-0.229799888	0.02851596	-6.166991339	1.18E-09	2.45E-09	10.95455136
MTSS1	-0.202574086	0.267290253	-6.165820011	1.19E-09	2.47E-09	10.94771252
C9orf166	0.318205828	0.108222258	6.164553634	1.20E-09	2.49E-09	10.94032004
DNAH1	0.183573364	-0.087580557	6.163675675	1.20E-09	2.50E-09	10.93519575
SPPL2B	0.191265786	-0.039750781	6.163619826	1.20E-09	2.50E-09	10.9348698
PCID2	-0.229876242	0.046621148	-6.163407907	1.20E-09	2.50E-09	10.93363302
TMEM93	0.212226603	-0.158698971	6.163328358	1.20E-09	2.50E-09	10.93316878
SEPHS1	0.287390053	-0.154126488	6.162767261	1.21E-09	2.51E-09	10.92989439
TMEM63C	-0.682290059	0.782446452	-6.161337692	1.22E-09	2.53E-09	10.92155308
SMCHD1	-0.309342865	0.003811594	-6.158878666	1.24E-09	2.57E-09	10.9072091
WDR60	0.306340149	-0.162200651	6.153118666	1.28E-09	2.66E-09	10.87363
WDR40B	0.268139258	-0.05105129	6.152222218	1.29E-09	2.67E-09	10.8684065
PCDHGB4	-0.326133697	0.843129619	-6.152208874	1.29E-09	2.67E-09	10.86832875
ZNF189	-0.379501174	-0.148297923	-6.152032286	1.29E-09	2.68E-09	10.86729988
C9orf163	0.34733675	-0.059788038	6.15202513	1.29E-09	2.68E-09	10.86725819
TMEM125	1.06282178	-1.093312779	6.15021056	1.30E-09	2.70E-09	10.8566873
TBX22	0.373164639	-0.266422472	6.14966063	1.31E-09	2.71E-09	10.8534842
CABIN1	-0.431953354	0.804078112	-6.148000586	1.32E-09	2.74E-09	10.84381673
CA13	0.441971641	-0.544321631	6.146908186	1.33E-09	2.76E-09	10.83745629
OTX1	-0.485959031	0.405170782	-6.14541074	1.34E-09	2.78E-09	10.82873913
KATNAL2	-0.268972879	0.184967027	-6.144960374	1.34E-09	2.79E-09	10.82611777
TNIK	0.402049508	-0.339649417	6.143241086	1.36E-09	2.82E-09	10.8161122
ARHGAP21	0.263031642	-0.0351185	6.142774655	1.36E-09	2.83E-09	10.81339819
SMARCD3	-0.368373198	0.253884603	-6.141172336	1.38E-09	2.85E-09	10.80407623
GPR137	-0.207057245	0.18609803	-6.140877844	1.38E-09	2.86E-09	10.80236317
LCN10	-0.228168383	-0.149955371	-6.140665339	1.38E-09	2.86E-09	10.80112708
TXNDC6	-0.189206293	0.094963443	-6.140447887	1.38E-09	2.86E-09	10.79986225
MXRA8	-0.191730047	0.291734749	-6.139303326	1.39E-09	2.88E-09	10.79320547
LOC339894	0.352788275	0.144510716	6.139242965	1.39E-09	2.88E-09	10.79285444
WHSC1	0.177852511	0.029289736	6.138953783	1.39E-09	2.89E-09	10.79117275
DMTF1	-0.166765028	0.015524407	-6.138433863	1.40E-09	2.90E-09	10.78814941
CTNNBL1	-0.185573297	0.485976121	-6.138327718	1.40E-09	2.90E-09	10.7875322
C9orf18	-0.404052586	0.218035285	-6.137607923	1.41E-09	2.91E-09	10.78334703
MIG7	0.34054221	0.0832079	6.137046027	1.41E-09	2.92E-09	10.78008026
XRCC6BP1	0.376090734	0.021911952	6.136729399	1.41E-09	2.93E-09	10.77823955
BMX	-0.680819733	0.264939353	-6.136300854	1.42E-09	2.93E-09	10.77574836
LOC202347	-0.423651763	0.770354614	-6.135529715	1.42E-09	2.95E-09	10.77126599
ILDR1	-0.251965109	0.329636314	-6.135345939	1.42E-09	2.95E-09	10.77019785
HSP90B3P	-0.330716217	0.184429489	-6.135094047	1.43E-09	2.95E-09	10.76873383
LCE1E	-0.252283962	0.314034371	-6.134492124	1.43E-09	2.96E-09	10.76523565
CCDC93	-0.170964213	0.089919176	-6.134252295	1.43E-09	2.97E-09	10.76384192
GPC1	0.319277318	0.485918717	6.133926692	1.44E-09	2.97E-09	10.76194981
FAM117A	-0.41079922	0.534259614	-6.132823241	1.45E-09	2.99E-09	10.75553822
ORAI2	-0.369026349	-0.012986116	-6.131711473	1.46E-09	3.01E-09	10.74907936
MAP1LC3B	0.267175874	-0.376167441	6.13005747	1.47E-09	3.04E-09	10.7394723
TTLL9	-0.494494686	-0.211971794	-6.123303824	1.53E-09	3.17E-09	10.70026878
FLJ31356	0.238132547	-0.165464537	6.122228143	1.54E-09	3.19E-09	10.69402825
PRR12	-0.654622038	1.108595298	-6.121165867	1.55E-09	3.21E-09	10.68786646
RPL17	0.227233123	0.11160338	6.120191514	1.56E-09	3.22E-09	10.68221551
ZRANB1	0.309879329	-0.076025434	6.119742191	1.56E-09	3.23E-09	10.67960985
OR1I1	-0.163318503	0.098971355	-6.118921728	1.57E-09	3.25E-09	10.67485236
OR5D18	-0.270182499	0.261168147	-6.118860376	1.57E-09	3.25E-09	10.67449663
RABL5	0.236187146	-0.06359714	6.11584996	1.60E-09	3.31E-09	10.65704567
HES4	0.437544633	-0.133420911	6.11565057	1.60E-09	3.31E-09	10.6558901
ARHGAP28	-0.232227146	0.204756534	-6.111348409	1.64E-09	3.40E-09	10.63096518
TSSC4	-0.225659714	0.283115823	-6.111205238	1.64E-09	3.40E-09	10.63013598
MUTYH	0.426935336	2.294131696	6.110237005	1.65E-09	3.42E-09	10.62452873
DSCR6	0.276665458	0.262520108	6.108584072	1.67E-09	3.45E-09	10.61495808
ZDHHC8	0.295424442	0.204291823	6.106267585	1.69E-09	3.50E-09	10.6015493
SNORD36A	0.320351553	-0.64546967	6.105103671	1.71E-09	3.52E-09	10.59481381
KCNB1	0.278423494	0.088522178	6.104878919	1.71E-09	3.53E-09	10.59351331
SERPINB12	-0.315471869	0.257794309	-6.104067433	1.72E-09	3.54E-09	10.58881814
TRAP1	0.247331045	0.156564699	6.103174344	1.73E-09	3.56E-09	10.58365146
FLJ35767	0.173163889	0.224318461	6.102454887	1.73E-09	3.58E-09	10.57948977
SLC22A16	-0.335864483	0.356977516	-6.102339837	1.73E-09	3.58E-09	10.57882431
LTB4R	-0.184845823	-0.006068015	-6.100882729	1.75E-09	3.61E-09	10.57039718
KCNE1L	0.58997548	-0.173340925	6.097880341	1.78E-09	3.67E-09	10.55303868
RAD54L	-0.54740665	-0.009852901	-6.095907519	1.80E-09	3.72E-09	10.54163687
C1orf175	0.543912099	-0.180932929	6.095867217	1.80E-09	3.72E-09	10.54140398
KCNH6	-0.212132507	0.254241114	-6.095004812	1.81E-09	3.74E-09	10.53642083
EIF3I	0.16993442	-0.212328519	6.0946743	1.81E-09	3.74E-09	10.53451123
RPL30	-0.351463814	0.075096373	-6.094651188	1.81E-09	3.74E-09	10.5343777
NRBP2	0.324633576	0.080943903	6.094477419	1.82E-09	3.75E-09	10.53337376
ZDHHC13	0.202555859	-0.025497149	6.094295996	1.82E-09	3.75E-09	10.53232562
OR2T3	0.153625368	0.081864341	6.092941535	1.83E-09	3.78E-09	10.52450136
SPAG11B	0.173743447	0.133510835	6.092301802	1.84E-09	3.79E-09	10.52080639
ANKRD41	0.190116434	0.039719889	6.092095528	1.84E-09	3.80E-09	10.51961506
PDCD4	-0.242454873	-0.095489365	-6.091800242	1.85E-09	3.80E-09	10.51790972
C14orf155	-0.243223066	0.48826616	-6.091334762	1.85E-09	3.82E-09	10.51522161
ZNF524	-0.219456999	0.358912097	-6.090986329	1.85E-09	3.82E-09	10.51320957
RAB30	-0.299189285	0.125211428	-6.08947166	1.87E-09	3.86E-09	10.50446422
HIST1H4F	-0.29765807	-0.124753882	-6.089149215	1.87E-09	3.86E-09	10.50260275
PPP6C	0.126876084	0.067004647	6.08848373	1.88E-09	3.88E-09	10.4987612
SPRY1	-0.286295955	0.193650495	-6.088453193	1.88E-09	3.88E-09	10.49858493
EPS8L1	-0.289762075	0.430808148	-6.088310035	1.88E-09	3.88E-09	10.49775859
ASB15	-0.143459303	-0.02065958	-6.087773695	1.89E-09	3.89E-09	10.49466289
hCG_1644239	0.220747859	0.615538848	6.086586274	1.90E-09	3.92E-09	10.48781008
UBQLN1	-0.099083567	0.302247401	-6.086505352	1.90E-09	3.92E-09	10.48734311
C22orf25	0.338216311	0.073563419	6.085713416	1.91E-09	3.94E-09	10.48277343
NUDT6	0.268892125	0.125801675	6.083824546	1.94E-09	3.98E-09	10.47187633
MBOAT2	0.270463656	-0.300969003	6.082695506	1.95E-09	4.01E-09	10.46536421
GLRX3	-0.312570496	-0.06351096	-6.082079809	1.96E-09	4.02E-09	10.46181344
ASPH	-0.229603054	-0.04701231	-6.081531093	1.96E-09	4.04E-09	10.45864922
PHF11	-0.175490491	0.252577446	-6.081331492	1.96E-09	4.04E-09	10.45749826
LRRC37A	-0.790856207	-0.570467105	-6.08119427	1.97E-09	4.04E-09	10.45670703
STRC	-0.259420692	0.361448227	-6.080690849	1.97E-09	4.06E-09	10.45380437
CPT1C	0.338149267	-0.137104335	6.080269484	1.98E-09	4.07E-09	10.45137501
C1orf46	0.271261747	-0.09842268	6.080005909	1.98E-09	4.07E-09	10.44985545
C16orf61	0.203565411	0.085080164	6.079432815	1.99E-09	4.09E-09	10.44655168
FSCN3	-0.277049357	0.458621815	-6.078956444	1.99E-09	4.10E-09	10.4438057
RAB11B	0.382981056	0.023957054	6.078107137	2.00E-09	4.12E-09	10.43891046
SERPINC1	-0.563027601	0.106143963	-6.077594162	2.01E-09	4.13E-09	10.43595408
PRH2	-0.302189898	0.065863485	-6.076735548	2.02E-09	4.15E-09	10.4310062
CDX1	0.406412184	-0.168051537	6.076415636	2.02E-09	4.16E-09	10.42916283
C22orf16	0.4362134	0.560995239	6.075981535	2.03E-09	4.17E-09	10.42666161
ZNF285A	-0.258094564	0.202270712	-6.075899676	2.03E-09	4.17E-09	10.42618998
BAGE2	-0.20141744	0.036976808	-6.075827236	2.03E-09	4.17E-09	10.42577262
OSGEP	0.375651595	-0.147870232	6.074733663	2.04E-09	4.20E-09	10.41947251
FIGNL1	0.25114484	-0.350548112	6.07377405	2.05E-09	4.22E-09	10.41394499
KCTD15	0.378116163	0.270492363	6.072798474	2.07E-09	4.24E-09	10.40832633
DHX15	-0.322924257	-0.227120371	-6.072642791	2.07E-09	4.25E-09	10.40742978
